SalePrice,Id
311993120.0,1461
170645250.0,1462
369031200.0,1463
271308830.0,1464
159222290.0,1465
257760930.0,1466
234609090.0,1467
225159400.0,1468
298177100.0,1469
246608500.0,1470
186536270.0,1471
47278516.0,1472
43467004.0,1473
73186920.0,1474
73205256.0,1475
343636930.0,1476
347665380.0,1477
314900900.0,1478
381412860.0,1479
398205440.0,1480
370980600.0,1481
207278450.0,1482
485802800.0,1483
105860070.0,1484
344021340.0,1485
230108480.0,1486
447879460.0,1487
256089740.0,1488
249999170.0,1489
314872480.0,1490
302609500.0,1491
263477120.0,1492
410949250.0,1493
339619680.0,1494
314134750.0,1495
167326300.0,1496
107299700.0,1497
95332940.0,1498
78036260.0,1499
71813090.0,1500
84263520.0,1501
69535370.0,1502
357314560.0,1503
208749730.0,1504
251313460.0,1505
305682720.0,1506
302669120.0,1507
491335000.0,1508
262156900.0,1509
274177100.0,1510
298030270.0,1511
291400500.0,1512
283036160.0,1513
360450940.0,1514
289592670.0,1515
448238270.0,1516
305546700.0,1517
246389840.0,1518
253006880.0,1519
244717400.0,1520
309366750.0,1521
295769150.0,1522
227428850.0,1523
299295780.0,1524
307793820.0,1525
361961630.0,1526
217750050.0,1527
225147820.0,1528
231352930.0,1529
284090300.0,1530
135864880.0,1531
129150344.0,1532
183895470.0,1533
190213470.0,1534
326516700.0,1535
237903410.0,1536
253550540.0,1537
257358740.0,1538
254011550.0,1539
233981760.0,1540
281002000.0,1541
185349570.0,1542
233315970.0,1543
144861520.0,1544
176643040.0,1545
174408110.0,1546
183690450.0,1547
170691600.0,1548
171152590.0,1549
183219760.0,1550
193382600.0,1551
224240770.0,1552
307577250.0,1553
95177640.0,1554
422957400.0,1555
278691940.0,1556
269459520.0,1557
174532700.0,1558
174364480.0,1559
185307180.0,1560
296179100.0,1561
221811970.0,1562
230361800.0,1563
239255150.0,1564
297027170.0,1565
529837060.0,1566
243785250.0,1567
444789470.0,1568
477152640.0,1569
312946880.0,1570
271628350.0,1571
280844380.0,1572
476900600.0,1573
305055900.0,1574
341354180.0,1575
329951650.0,1576
207681010.0,1577
361551680.0,1578
315335870.0,1579
255838050.0,1580
386935680.0,1581
216872540.0,1582
319434500.0,1583
253675330.0,1584
134813200.0,1585
238255060.0,1586
243428940.0,1587
298100400.0,1588
303539650.0,1589
193449490.0,1590
160704720.0,1591
150541470.0,1592
218274160.0,1593
179426300.0,1594
240912020.0,1595
286674340.0,1596
404298880.0,1597
497885020.0,1598
129754720.0,1599
122642680.0,1600
228712540.0,1601
246392740.0,1602
238542830.0,1603
146481040.0,1604
304864100.0,1605
278821280.0,1606
354847650.0,1607
326248830.0,1608
268702900.0,1609
256804480.0,1610
407916400.0,1611
285719400.0,1612
321825380.0,1613
85014100.0,1614
75336056.0,1615
81202970.0,1616
54884650.0,1617
204509490.0,1618
331431000.0,1619
213157870.0,1620
280827140.0,1621
286679000.0,1622
310566370.0,1623
351735070.0,1624
344550880.0,1625
301220350.0,1626
284192320.0,1627
316483330.0,1628
228634990.0,1629
251105090.0,1630
229789330.0,1631
257298860.0,1632
239237040.0,1633
214962540.0,1634
243018640.0,1635
205754530.0,1636
311059260.0,1637
342663400.0,1638
318228350.0,1639
333283650.0,1640
329993100.0,1641
207880210.0,1642
212187220.0,1643
231916800.0,1644
288363300.0,1645
292187330.0,1646
312537020.0,1647
218782830.0,1648
241687400.0,1649
209083790.0,1650
243367200.0,1651
43005840.0,1652
43344388.0,1653
75384530.0,1654
81170220.0,1655
73909016.0,1656
76831710.0,1657
78174720.0,1658
71379460.0,1659
287744500.0,1660
382657300.0,1661
331685920.0,1662
356222700.0,1663
407580900.0,1664
314367870.0,1665
463710600.0,1666
590995300.0,1667
308053500.0,1668
322387620.0,1669
384996450.0,1670
365757340.0,1671
433221860.0,1672
341968320.0,1673
267871100.0,1674
214567780.0,1675
168259950.0,1676
304031600.0,1677
421391000.0,1678
432287650.0,1679
244157920.0,1680
192365820.0,1681
455589500.0,1682
120268620.0,1683
278992060.0,1684
235931310.0,1685
105777576.0,1686
247505060.0,1687
213322370.0,1688
261604910.0,1689
250975580.0,1690
225454000.0,1691
341921250.0,1692
263102160.0,1693
239209060.0,1694
208593180.0,1695
419096740.0,1696
210768220.0,1697
345744800.0,1698
292110600.0,1699
258077310.0,1700
309761700.0,1701
305420640.0,1702
286008540.0,1703
306639460.0,1704
266029730.0,1705
340397860.0,1706
232904340.0,1707
241032240.0,1708
336206600.0,1709
217581730.0,1710
287019400.0,1711
238370080.0,1712
320875420.0,1713
269554180.0,1714
223796940.0,1715
259293310.0,1716
207900020.0,1717
193446720.0,1718
276225400.0,1719
291313380.0,1720
341683600.0,1721
325563260.0,1722
343787650.0,1723
218023800.0,1724
308069920.0,1725
206080200.0,1726
212129460.0,1727
242911150.0,1728
268556300.0,1729
226820850.0,1730
264531000.0,1731
239052740.0,1732
264852670.0,1733
262707200.0,1734
228778910.0,1735
203444930.0,1736
440703400.0,1737
315723260.0,1738
126043470.0,1739
142596670.0,1740
144704830.0,1741
87919144.0,1742
111012260.0,1743
403731260.0,1744
424955070.0,1745
274174300.0,1746
347980400.0,1747
277004130.0,1748
268672060.0,1749
268746900.0,1750
363203400.0,1751
212834510.0,1752
276773900.0,1753
268543420.0,1754
441995700.0,1755
218469490.0,1756
230426200.0,1757
284482000.0,1758
379560480.0,1759
263715780.0,1760
308880000.0,1761
250054190.0,1762
334446940.0,1763
260580830.0,1764
307743040.0,1765
316744000.0,1766
408762430.0,1767
256822620.0,1768
350760580.0,1769
267400530.0,1770
255216850.0,1771
250320720.0,1772
281748800.0,1773
269041060.0,1774
234876500.0,1775
347344130.0,1776
247035860.0,1777
234233900.0,1778
263835520.0,1779
312243420.0,1780
272827550.0,1781
154666220.0,1782
274588860.0,1783
220582300.0,1784
274442750.0,1785
298397980.0,1786
200061860.0,1787
130512220.0,1788
282295940.0,1789
281865540.0,1790
259286830.0,1791
290832960.0,1792
326657150.0,1793
234257950.0,1794
291197920.0,1795
249773620.0,1796
229208240.0,1797
203411330.0,1798
210969500.0,1799
237145890.0,1800
275975170.0,1801
229809380.0,1802
205936290.0,1803
254905890.0,1804
240610910.0,1805
121771370.0,1806
288121060.0,1807
392416320.0,1808
239763400.0,1809
185888720.0,1810
202259280.0,1811
246298690.0,1812
175146380.0,1813
201024110.0,1814
166339500.0,1815
229576880.0,1816
256518640.0,1817
234651660.0,1818
106645280.0,1819
87622780.0,1820
168452690.0,1821
258130050.0,1822
224875310.0,1823
199443040.0,1824
142526100.0,1825
167333420.0,1826
174056060.0,1827
177056820.0,1828
239299760.0,1829
230280080.0,1830
270865280.0,1831
107915960.0,1832
213976980.0,1833
162037870.0,1834
150481250.0,1835
164057800.0,1836
149928160.0,1837
280379870.0,1838
125094584.0,1839
291147780.0,1840
308755140.0,1841
255225980.0,1842
311526050.0,1843
233761310.0,1844
394690270.0,1845
408908800.0,1846
421429700.0,1847
217575550.0,1848
410963800.0,1849
265780530.0,1850
256368500.0,1851
209024420.0,1852
137620800.0,1853
298511400.0,1854
489872500.0,1855
288608000.0,1856
651322000.0,1857
202559760.0,1858
212191580.0,1859
221812340.0,1860
211410780.0,1861
316076800.0,1862
231940030.0,1863
232804240.0,1864
321223200.0,1865
317518500.0,1866
255621840.0,1867
333877900.0,1868
213136130.0,1869
298542370.0,1870
318103740.0,1871
295853500.0,1872
435534820.0,1873
281158880.0,1874
411043170.0,1875
244203040.0,1876
322421900.0,1877
307543500.0,1878
416952220.0,1879
210418780.0,1880
338686980.0,1881
319367600.0,1882
234957260.0,1883
291611070.0,1884
436233660.0,1885
369020220.0,1886
273669470.0,1887
310122530.0,1888
278725540.0,1889
291994240.0,1890
116479310.0,1891
189480930.0,1892
335629340.0,1893
293604060.0,1894
338763840.0,1895
236260740.0,1896
192653440.0,1897
152033060.0,1898
244429180.0,1899
189405860.0,1900
365377730.0,1901
399004770.0,1902
238892210.0,1903
253482910.0,1904
354987040.0,1905
408762430.0,1906
466803500.0,1907
53347876.0,1908
47586388.0,1909
55022210.0,1910
341449700.0,1911
484631740.0,1912
234565380.0,1913
267165220.0,1914
146126780.0,1915
530084860.0,1916
278631330.0,1917
278623170.0,1918
277106020.0,1919
313677950.0,1920
388639500.0,1921
400440450.0,1922
259488580.0,1923
392400580.0,1924
251556340.0,1925
370503500.0,1926
334886370.0,1927
374998140.0,1928
225574940.0,1929
215848100.0,1930
226595580.0,1931
274589250.0,1932
281294850.0,1933
248843280.0,1934
219663200.0,1935
270294720.0,1936
384546560.0,1937
392972030.0,1938
218232060.0,1939
155139150.0,1940
292274140.0,1941
364812740.0,1942
192619340.0,1943
349979840.0,1944
430302880.0,1945
761640640.0,1946
262053250.0,1947
1106669200.0,1948
363766800.0,1949
309513280.0,1950
505713120.0,1951
405900480.0,1952
356185660.0,1953
284058200.0,1954
259565020.0,1955
329998400.0,1956
292408420.0,1957
376471200.0,1958
243537020.0,1959
276306240.0,1960
212432690.0,1961
43579980.0,1962
48216836.0,1963
50202180.0,1964
72838904.0,1965
86388220.0,1966
359795800.0,1967
398061470.0,1968
402746000.0,1969
366970800.0,1970
331119260.0,1971
332035680.0,1972
240859330.0,1973
289416300.0,1974
379793900.0,1975
319644300.0,1976
434208900.0,1977
429891780.0,1978
290919170.0,1979
337385060.0,1980
261966000.0,1981
200245010.0,1982
190125460.0,1983
77804344.0,1984
139044800.0,1985
143487040.0,1986
117265950.0,1987
240455020.0,1988
215898420.0,1989
222084670.0,1990
227245740.0,1991
226655260.0,1992
203451840.0,1993
336259070.0,1994
227516420.0,1995
248411950.0,1996
297629920.0,1997
347681000.0,1998
307176770.0,1999
308112260.0,2000
267834620.0,2001
378918800.0,2002
273046700.0,2003
259040210.0,2004
301533340.0,2005
241196080.0,2006
293525760.0,2007
224836560.0,2008
267005460.0,2009
323743360.0,2010
328859400.0,2011
252310770.0,2012
228764300.0,2013
235352690.0,2014
352482080.0,2015
232816640.0,2016
227889820.0,2017
240733630.0,2018
238423970.0,2019
251092820.0,2020
182524220.0,2021
515059600.0,2022
294764380.0,2023
252159840.0,2024
303726140.0,2025
114301496.0,2026
97378580.0,2027
95293016.0,2028
67872640.0,2029
169476260.0,2030
152024530.0,2031
153045010.0,2032
149807150.0,2033
60620676.0,2034
283614980.0,2035
87197700.0,2036
86341710.0,2037
132188024.0,2038
312748130.0,2039
601922500.0,2040
447483650.0,2041
206597630.0,2042
324507840.0,2043
320617730.0,2044
422624100.0,2045
282250560.0,2046
247666380.0,2047
226475420.0,2048
313401120.0,2049
352394000.0,2050
220373680.0,2051
266572830.0,2052
310921380.0,2053
136880740.0,2054
288369630.0,2055
267488670.0,2056
220384600.0,2057
380911840.0,2058
254240600.0,2059
300501220.0,2060
378081570.0,2061
297420030.0,2062
305455580.0,2063
269863520.0,2064
341841020.0,2065
379276380.0,2066
264256880.0,2067
348860640.0,2068
273802620.0,2069
203055090.0,2070
149750400.0,2071
302241060.0,2072
285843400.0,2073
241000080.0,2074
346797700.0,2075
208097840.0,2076
234193580.0,2077
237577230.0,2078
222284460.0,2079
178067300.0,2080
214474240.0,2081
234922260.0,2082
208309400.0,2083
193516050.0,2084
213453420.0,2085
269369920.0,2086
247244480.0,2087
131968904.0,2088
138202340.0,2089
168318080.0,2090
276739780.0,2091
216107870.0,2092
216668750.0,2093
138765460.0,2094
294423400.0,2095
192213570.0,2096
138657650.0,2097
249556700.0,2098
194290620.0,2099
321721200.0,2100
244105870.0,2101
150787760.0,2102
245432340.0,2103
278667680.0,2104
148428940.0,2105
293268770.0,2106
288917800.0,2107
263086510.0,2108
233990530.0,2109
209931470.0,2110
213691250.0,2111
208897150.0,2112
155788030.0,2113
159726180.0,2114
183025780.0,2115
170016660.0,2116
166826860.0,2117
176205620.0,2118
151226140.0,2119
155430690.0,2120
172287200.0,2121
166415220.0,2122
173422000.0,2123
194509310.0,2124
188974720.0,2125
252902320.0,2126
211418270.0,2127
123903720.0,2128
173154580.0,2129
269987040.0,2130
214833780.0,2131
273270370.0,2132
196615460.0,2133
193926160.0,2134
274335840.0,2135
247296400.0,2136
255753180.0,2137
314497950.0,2138
350861020.0,2139
285380540.0,2140
222642110.0,2141
267579170.0,2142
209305870.0,2143
368494880.0,2144
265176430.0,2145
386536300.0,2146
313044770.0,2147
233679460.0,2148
284743070.0,2149
533685120.0,2150
144591250.0,2151
498832320.0,2152
289261820.0,2153
241759760.0,2154
242323360.0,2155
265433380.0,2156
304227360.0,2157
373015330.0,2158
292441470.0,2159
268947900.0,2160
265011580.0,2161
354101700.0,2162
342593950.0,2163
328788100.0,2164
332242270.0,2165
279343550.0,2166
270508160.0,2167
346483970.0,2168
244825740.0,2169
294550880.0,2170
342136030.0,2171
254443800.0,2172
394278880.0,2173
282540200.0,2174
284374940.0,2175
420427500.0,2176
293025860.0,2177
299153250.0,2178
134046960.0,2179
312968740.0,2180
277033440.0,2181
307461820.0,2182
269985280.0,2183
275947870.0,2184
324493730.0,2185
206383470.0,2186
267827140.0,2187
198504450.0,2188
1126063000.0,2189
161541010.0,2190
181806130.0,2191
186523470.0,2192
280709400.0,2193
204791330.0,2194
255175630.0,2195
216812210.0,2196
158564260.0,2197
218235600.0,2198
218979120.0,2199
243521340.0,2200
378492320.0,2201
214009220.0,2202
251034940.0,2203
326723040.0,2204
247351460.0,2205
224855540.0,2206
267882400.0,2207
336913340.0,2208
671614600.0,2209
52719584.0,2210
204120200.0,2211
168646480.0,2212
197869310.0,2213
178176670.0,2214
202720180.0,2215
257175680.0,2216
367638980.0,2217
152621020.0,2218
146710560.0,2219
233764800.0,2220
146322480.0,2221
145915550.0,2222
608735170.0,2223
285272350.0,2224
275814180.0,2225
306879940.0,2226
141808270.0,2227
336690700.0,2228
343757540.0,2229
255927660.0,2230
305866530.0,2231
357832830.0,2232
484420740.0,2233
327716300.0,2234
258273500.0,2235
330526530.0,2236
331311400.0,2237
279189900.0,2238
231674380.0,2239
146895230.0,2240
383605730.0,2241
139858030.0,2242
77076050.0,2243
61370910.0,2244
47821868.0,2245
463106000.0,2246
75401720.0,2247
189718020.0,2248
198466340.0,2249
336333440.0,2250
1291468500.0,2251
313775070.0,2252
235622200.0,2253
269183000.0,2254
247822200.0,2255
216050820.0,2256
209284450.0,2257
260536770.0,2258
207361330.0,2259
480133860.0,2260
147780460.0,2261
172349220.0,2262
331884700.0,2263
1226416900.0,2264
994754200.0,2265
251950600.0,2266
398590900.0,2267
396147000.0,2268
312444160.0,2269
307217470.0,2270
362403780.0,2271
305473150.0,2272
327596640.0,2273
301604900.0,2274
357435040.0,2275
264523940.0,2276
238505950.0,2277
280161900.0,2278
217936900.0,2279
435165300.0,2280
130211384.0,2281
321432350.0,2282
54690812.0,2283
62508040.0,2284
79123440.0,2285
216008290.0,2286
360334620.0,2287
320568260.0,2288
410170300.0,2289
374550940.0,2290
346179740.0,2291
430722100.0,2292
405260130.0,2293
359086460.0,2294
468470940.0,2295
431915900.0,2296
267572770.0,2297
361925060.0,2298
343099200.0,2299
370939170.0,2300
328564220.0,2301
300485540.0,2302
271178880.0,2303
298052740.0,2304
134068100.0,2305
135872860.0,2306
197318500.0,2307
155077730.0,2308
247939730.0,2309
189099470.0,2310
117442640.0,2311
395839040.0,2312
263598540.0,2313
328519650.0,2314
233380060.0,2315
253473600.0,2316
325469470.0,2317
217690320.0,2318
203887900.0,2319
220559860.0,2320
134358320.0,2321
118119050.0,2322
427315260.0,2323
292245540.0,2324
309253600.0,2325
305418340.0,2326
215405420.0,2327
242267230.0,2328
264067550.0,2329
252580620.0,2330
337906270.0,2331
288487400.0,2332
307808500.0,2333
286164380.0,2334
309991600.0,2335
256352910.0,2336
272016420.0,2337
342966400.0,2338
298319520.0,2339
355362850.0,2340
278999420.0,2341
273845760.0,2342
258812690.0,2343
257654860.0,2344
252110690.0,2345
242097920.0,2346
248816780.0,2347
237091090.0,2348
268996800.0,2349
327561300.0,2350
288827870.0,2351
325431040.0,2352
278470300.0,2353
188749010.0,2354
192681380.0,2355
340295140.0,2356
221599200.0,2357
307563800.0,2358
206948800.0,2359
176880260.0,2360
224851300.0,2361
496373470.0,2362
301158900.0,2363
345959140.0,2364
150413920.0,2365
115789670.0,2366
137432180.0,2367
126281120.0,2368
176186340.0,2369
66108220.0,2370
64726700.0,2371
209125170.0,2372
238423230.0,2373
246126880.0,2374
277316480.0,2375
360854820.0,2376
501675870.0,2377
312544930.0,2378
233238910.0,2379
261964580.0,2380
330702750.0,2381
329764740.0,2382
273249120.0,2383
291281500.0,2384
298639260.0,2385
299225180.0,2386
233824100.0,2387
295630370.0,2388
219591420.0,2389
380195840.0,2390
238230690.0,2391
229800270.0,2392
257555980.0,2393
257514530.0,2394
239011250.0,2395
312812450.0,2396
575821060.0,2397
314279230.0,2398
130274376.0,2399
67037350.0,2400
150822130.0,2401
267054500.0,2402
252389890.0,2403
288096580.0,2404
276510750.0,2405
257684160.0,2406
211626030.0,2407
226583000.0,2408
247992530.0,2409
293606720.0,2410
273232800.0,2411
346442600.0,2412
284686370.0,2413
317623170.0,2414
237707920.0,2415
297658850.0,2416
225632830.0,2417
236475230.0,2418
209477650.0,2419
248621550.0,2420
299604640.0,2421
392398820.0,2422
350497470.0,2423
341920030.0,2424
521433700.0,2425
293265380.0,2426
256629800.0,2427
267776050.0,2428
237830640.0,2429
249384240.0,2430
213398060.0,2431
223048350.0,2432
222657520.0,2433
241950460.0,2434
253748110.0,2435
200629800.0,2436
185800240.0,2437
205972910.0,2438
189739420.0,2439
176327000.0,2440
142746000.0,2441
103896990.0,2442
194605820.0,2443
238106720.0,2444
171545060.0,2445
270621820.0,2446
274644300.0,2447
265825860.0,2448
131305820.0,2449
234470460.0,2450
110829270.0,2451
355596130.0,2452
239486400.0,2453
320532200.0,2454
200747540.0,2455
254649260.0,2456
180099410.0,2457
170812340.0,2458
173400430.0,2459
171536980.0,2460
176949360.0,2461
179833500.0,2462
179872500.0,2463
220297230.0,2464
236206240.0,2465
232840720.0,2466
165330030.0,2467
165666980.0,2468
166262140.0,2469
355586000.0,2470
266461680.0,2471
289757820.0,2472
142606850.0,2473
268109100.0,2474
347164580.0,2475
139061100.0,2476
314941150.0,2477
330864900.0,2478
377212160.0,2479
361494500.0,2480
307989700.0,2481
245036660.0,2482
238686000.0,2483
224779790.0,2484
227314190.0,2485
389410700.0,2486
416189950.0,2487
197005710.0,2488
330340200.0,2489
359450560.0,2490
251135890.0,2491
314565060.0,2492
458961400.0,2493
582089000.0,2494
459566850.0,2495
362766800.0,2496
284040540.0,2497
163387700.0,2498
306850940.0,2499
126551000.0,2500
275633730.0,2501
318187600.0,2502
212911100.0,2503
608544400.0,2504
260751780.0,2505
258133200.0,2506
299547600.0,2507
283155100.0,2508
322071900.0,2509
251369460.0,2510
209209340.0,2511
246619740.0,2512
243688130.0,2513
526437860.0,2514
375252930.0,2515
270344580.0,2516
236902380.0,2517
432065020.0,2518
288796670.0,2519
324681100.0,2520
252990780.0,2521
249673310.0,2522
325202620.0,2523
245064720.0,2524
280033380.0,2525
255273090.0,2526
410590400.0,2527
268983650.0,2528
212531630.0,2529
209647820.0,2530
336504930.0,2531
250297540.0,2532
212872540.0,2533
335317730.0,2534
347386700.0,2535
406681300.0,2536
463068260.0,2537
215343100.0,2538
258506200.0,2539
238056660.0,2540
219829740.0,2541
239886530.0,2542
275944480.0,2543
232810690.0,2544
417192600.0,2545
226845420.0,2546
188156640.0,2547
266239400.0,2548
201778300.0,2549
819697540.0,2550
115308980.0,2551
182692430.0,2552
182228770.0,2553
224548560.0,2554
274646140.0,2555
237724700.0,2556
237290820.0,2557
251817250.0,2558
227770420.0,2559
189349540.0,2560
117969390.0,2561
183872750.0,2562
193794930.0,2563
199085020.0,2564
345557380.0,2565
231829540.0,2566
182567820.0,2567
644162100.0,2568
564456200.0,2569
51144756.0,2570
475679580.0,2571
127430296.0,2572
530648770.0,2573
493741400.0,2574
196469180.0,2575
184377840.0,2576
235257540.0,2577
113083650.0,2578
294701900.0,2579
216962340.0,2580
199346450.0,2581
185052640.0,2582
188168500.0,2583
352092260.0,2584
292839200.0,2585
367773860.0,2586
303938370.0,2587
240453740.0,2588
252005520.0,2589
146563100.0,2590
515012830.0,2591
251140110.0,2592
263624220.0,2593
288368220.0,2594
199632350.0,2595
330117220.0,2596
228156080.0,2597
318334900.0,2598
341949000.0,2599
1030312600.0,2600
187309620.0,2601
48221348.0,2602
47467380.0,2603
75268700.0,2604
56702944.0,2605
265046670.0,2606
425557340.0,2607
834436860.0,2608
228312180.0,2609
184036750.0,2610
695537660.0,2611
318598000.0,2612
316095800.0,2613
288930300.0,2614
311163000.0,2615
293828500.0,2616
342613400.0,2617
935014460.0,2618
321236060.0,2619
230521170.0,2620
330269380.0,2621
253813280.0,2622
341474500.0,2623
367890300.0,2624
360263870.0,2625
239569180.0,2626
117127140.0,2627
415647230.0,2628
447585820.0,2629
321004200.0,2630
428248960.0,2631
399265950.0,2632
263493460.0,2633
495917800.0,2634
296779940.0,2635
272368000.0,2636
283793150.0,2637
261643730.0,2638
289923070.0,2639
280864200.0,2640
199802900.0,2641
271339650.0,2642
73904170.0,2643
63886700.0,2644
47827692.0,2645
42659964.0,2646
47328800.0,2647
136585070.0,2648
231183700.0,2649
78150820.0,2650
73746390.0,2651
442790750.0,2652
428783780.0,2653
334266430.0,2654
412003260.0,2655
356123040.0,2656
293418720.0,2657
337669220.0,2658
285031800.0,2659
325360300.0,2660
388563100.0,2661
412221060.0,2662
363974900.0,2663
199250510.0,2664
246507260.0,2665
208086660.0,2666
263492560.0,2667
263768930.0,2668
320738560.0,2669
